,AFG,AGO,ARE,ARG,AUS,AUT,AZE,BEL,BGD,BGR,BHR,BLR,BRA,BRN,BWA,CAN,CHE,CHL,CIV,CMR,COD,CRI,CUB,CYP,CZE,DEU,DNK,DZA,EGY,ESP,ETH,FIN,FJI,FRA,GBR,GEO,GHA,GIN,GRC,GUM,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LKA,LSO,MAR,MDG,MDV,MEX,MMR,MNE,MNG,MNP,MOZ,MUS,MYS,NGA,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SRB,SWE,TCD,THA,TJK,TKM,TLS,TUN,TUR,TZA,UGA,UKR,USA,UZB,VNM,ZAF,ZMB,ZWE
DNK,0.6931471805599453,0.0835815574714951,0.16780382068291066,0.18563565143936023,0.24114880157685503,0.11719383975208264,0.3091754066378576,0.14891801722458275,0.30780928581771727,0.36263585715551294,0.34570241900739407,0.2248990725838138,0.1986800393464685,0.576423764043634,0.6249837672060675,0.11781455379763273,0.028941030618945485,0.10284567996530058,0.2579267596208574,0.6001915188376953,0.6001915188376953,0.6001915188376953,0.2248990725838138,0.2248990725838138,0.1172820689799865,0.08966555492009554,0.0,0.14090640450854974,0.10263640282315345,0.17573099215126442,0.08057009349081334,0.1967865580593442,0.363798305773833,0.20201359393812446,0.1490719953499564,0.34005608862580083,0.16213847265519887,0.24364586159876356,0.10007586304543836,0.3742136656248116,0.122864401153719,0.28668701565687105,0.18660574192867618,0.0801276113908933,0.16420375644743168,0.2047536849118443,0.09179706771633178,0.04422368709076796,0.3109334785098419,0.2926321423856546,0.18330475279849212,0.49128801176308445,0.13411177310093492,0.4916361095465063,0.41662986915074507,0.2764378788421107,0.210899510159691,0.6416641711262996,0.4247162716385986,0.12591508784674366,0.6249837672060675,0.10917939450003344,0.5893787160210197,0.14796456587353157,0.09143102636693512,0.37567110035885465,0.2248990725838138,0.29578085073846405,0.20317682933858272,0.6001915188376953,0.11256491122250045,0.30399560156140915,0.2601072024853035,0.1002014908328075,0.08771319704933012,0.30639399963213787,0.18241393294592623,0.25010966550364233,0.19324371092463655,0.2851271793146064,0.09873251610856437,0.2890891944320635,0.6572437926374233,0.6063920647869039,0.1120374811241156,0.23031162312610398,0.09939227845933063,0.6001915188376953,0.2622538503900034,0.10207583948305743,0.38574895703563694,0.6001915188376953,0.2674313019661674,0.13177014907805673,0.6001915188376953,0.30047940861388645,0.10583577950115286,0.07751874284027882,0.2248990725838138,0.33561450468620846,0.6931471805599453,0.2525039706925498,0.6001915188376953,0.617306623236646,0.0925628718989926,0.15566655346902047,0.31901029818955107,0.10299408319370251,0.11002325540170865,0.262975488128953,0.31441927500311007,0.08665020424479053,0.17762187590616274,0.22472721957583586
DZA,0.6931471805599454,0.05296818973205175,0.17299681610207385,0.2579816790928866,0.26787614967997686,0.07107368775489986,0.20713415871984142,0.09540493616759815,0.25778702452150637,0.5239200818456521,0.4265724216375686,0.12003767809854049,0.12377650626603631,0.5402406084191631,0.6931471805599452,0.15628693812615402,0.11066084361887807,0.14013442370228546,0.1356101777210983,0.5294127476543953,0.5294127476543953,0.5294127476543953,0.12003767809854049,0.12003767809854049,0.14024078833666942,0.14019025330974233,0.14090640450854974,0.0,0.15557405159812898,0.16722037750963548,0.16113832076468104,0.24545857800033866,0.5368688043144054,0.17673444932504268,0.1902163684057523,0.16179111108531763,0.12251485709497589,0.11926377543233024,0.04280581045991427,0.5393792086336224,0.06491287167475512,0.27840165022071117,0.17059605878891593,0.14292830180230598,0.09041901665345153,0.07999898479654133,0.14112045182318034,0.06598635625214233,0.24340113030888233,0.15307903604970519,0.2411370600240157,0.43633071319654193,0.17154816951015373,0.4864134013999124,0.424004652431482,0.2848734031158955,0.08482447216325051,0.673447552952688,0.3421307060812848,0.14862494473103882,0.6931471805599452,0.08376869934485343,0.5304796719982343,0.1337427295442093,0.16050675701895067,0.3646757148529063,0.12003767809854049,0.2220369474361723,0.11250077106954648,0.5294127476543953,0.17797482256226527,0.3047091127917494,0.1953668106046521,0.11487711447062265,0.1219504847799523,0.3332884839482868,0.23458826148578527,0.12661478384581804,0.1240817358004156,0.16746780624263424,0.14220788653565897,0.33736634510509855,0.6931471805599454,0.6931471805599454,0.02735318661211128,0.1395040785327517,0.04857045819768624,0.5294127476543953,0.22237283256404572,0.16801868043762425,0.3561093062977816,0.5294127476543953,0.15101264812981108,0.08631950462828197,0.5294127476543953,0.31479118721616595,0.05521544858321836,0.07768194631597214,0.12003767809854049,0.35480576468027625,0.6931471805599454,0.15678941010348035,0.5294127476543953,0.41857849469334596,0.04737448643806874,0.1080027817098308,0.207707381440833,0.04659961883899144,0.1453977133212514,0.1652873518341439,0.31479302574423174,0.11095007830432757,0.15042385947110337,0.09849079440799668
EGY,0.6931471805599452,0.0975089506758755,0.20394729019025837,0.3163651472582285,0.27450130960342367,0.187752330780663,0.19955626816923266,0.22833069911041237,0.22728723667327988,0.43547441142118903,0.20949308187718496,0.31481915557119955,0.21579948245820257,0.6010129211332136,0.6931471805599452,0.18013932827958978,0.1172951600723462,0.08889508997835849,0.12097240240948381,0.30118297277325745,0.30118297277325745,0.30118297277325745,0.31481915557119955,0.31481915557119955,0.16153155612873982,0.1830682786786153,0.10263640282315345,0.15557405159812898,0.0,0.24880754132010852,0.006976933783031658,0.2580123577980393,0.45013596648931786,0.2611410725902177,0.2192540484212555,0.31786462548173877,0.042586553325410836,0.12594361671749033,0.14887057521649827,0.4495162420633676,0.2022398047577556,0.3026954376315656,0.17904096707296424,0.22466631525198144,0.07599595416490446,0.17955855332421133,0.20551078118167831,0.08672275032320065,0.3695852298455198,0.17474306692865405,0.25928680743918386,0.5031137483687742,0.04111895521091391,0.5362226444661566,0.38500794184232623,0.32959530533492076,0.1613460263429769,0.6327658885111258,0.25743968324687083,0.11029949479027579,0.6931471805599452,0.07495263590671497,0.29953314126361463,0.18148663562558753,0.11384368697056302,0.34604962385000215,0.31481915557119955,0.36862397252995494,0.20800637843953562,0.30118297277325745,0.12607772428845943,0.289480797831537,0.07123263353982057,0.1713252271511514,0.20142033956039262,0.2737378331602778,0.20824185796649908,0.12325878219645525,0.15468556055440152,0.11887751130380209,0.20756632228936933,0.32448210908993413,0.6767458179179033,0.6850792088739179,0.12221461945268253,0.3256204235361836,0.15409909394331267,0.30118297277325745,0.24767166584006373,0.21274548858262698,0.4105159463141228,0.30118297277325745,0.11760613690787625,0.04752338646386112,0.30118297277325745,0.3331236331621188,0.13814632043407227,0.17183622913931407,0.31481915557119955,0.3490310857444272,0.6931471805599452,0.3352749946239868,0.30118297277325745,0.4136839497658116,0.0944430967631622,0.04366020284834993,0.12451921500989882,0.16194993531873703,0.17521751019388465,0.28094861167617124,0.30171503138704114,0.17646068985775298,0.08138345634801447,0.13989714974564527
ESP,0.6931471805599454,0.22742210509564575,0.13348633855505065,0.27526606529403974,0.1675014339515859,0.07265824771400209,0.4238194866093026,0.036741264982283806,0.21642503967863846,0.36389502794829287,0.357551967847062,0.4044157751909516,0.037024592469923956,0.4378996471391152,0.6142852463915767,0.15006258377143467,0.17922673897745223,0.20325254546328075,0.39358742511463074,0.6108488540380836,0.6108488540380836,0.6108488540380836,0.4044157751909516,0.4044157751909516,0.15035157014537015,0.12030419001141102,0.17573099215126442,0.16722037750963548,0.24880754132010852,0.0,0.22411962305025668,0.25158113091384715,0.37384180553609303,0.06168249112376323,0.14482579998728928,0.2708698448980269,0.26956364376059727,0.3869766980752376,0.08547694171957954,0.38329138289111464,0.05589982010449157,0.19050649189851,0.0735404238697237,0.21150855280545766,0.19924222630896837,0.3728660585230843,0.22024734490303444,0.0928477335083504,0.043660054922454616,0.11848687731420915,0.12031542832682929,0.49188203965007693,0.26878823805872143,0.5229712961897177,0.3129127096036117,0.1689587988553547,0.3741193892118182,0.6575623671788031,0.22637545485095756,0.10424031654124466,0.6142852463915767,0.08977747733975949,0.6033940143523733,0.09771950108016392,0.1841222836595955,0.22489239531310146,0.4044157751909516,0.4392450293856629,0.04897610814227016,0.6108488540380836,0.20170540493067768,0.18708737915264662,0.34973071191793315,0.041757828276342224,0.22549908696572007,0.24791038182844405,0.16105498276906438,0.38992625261300073,0.1856728609706566,0.40693766930552355,0.22214951137434613,0.19267800597411044,0.6691027171376331,0.6034632620608322,0.1187968565880797,0.4039883881995078,0.08871050055343233,0.6108488540380836,0.21269462853603405,0.21658910385401242,0.3705983134575941,0.6108488540380836,0.3970857251892297,0.2554639678048898,0.6108488540380836,0.18202469519431386,0.10492250627447341,0.1350392564827323,0.4044157751909516,0.23096239774997418,0.6931471805599454,0.4184732518286105,0.6108488540380836,0.3314511861772642,0.1563100776318216,0.27035374166432113,0.4245639522835689,0.2684306984761371,0.10810687455180679,0.4091567230891697,0.1861686001580587,0.08758750640514767,0.36346685880020324,0.37892418983831044
ETH,0.6931471805599456,0.089538185605603,0.19475532421743091,0.2991356879172038,0.2644554027944981,0.165149437169279,0.2316900063039029,0.20389696078947583,0.23928717377532327,0.3646276572755305,0.183380510899938,0.3295423420557153,0.19716440930462076,0.5862341702628444,0.6931471805599454,0.16761319629338756,0.09150672891972733,0.06302873260101882,0.16145968129992228,0.35035771384496406,0.35035771384496406,0.35035771384496406,0.3295423420557153,0.3295423420557153,0.1465176889076114,0.15611189154628735,0.08057009349081334,0.16113832076468104,0.006976933783031658,0.22411962305025668,0.0,0.23843514962909285,0.38144365205397257,0.24727393859463964,0.2015802574462391,0.33550852459842573,0.053538954680002915,0.16435758746520457,0.1310882701992231,0.3861544008786204,0.18858241943985354,0.2999843503284412,0.16490875089713097,0.19751096771147925,0.07963826616696368,0.2069991712335847,0.16688407199180122,0.0742061285009541,0.35650168504838087,0.18237645100517508,0.23410168547567345,0.5085734402640758,0.05204946970866842,0.5404271730743768,0.3909766442290281,0.31480053260047614,0.19174589262683517,0.632142517698985,0.25380896937150577,0.10362194458885132,0.6931471805599454,0.06217203154750295,0.34458495915578014,0.17236318352681468,0.08322754833371748,0.35049459383881265,0.3295423420557153,0.3792968710346414,0.19293174825577042,0.35035771384496406,0.08850945551831546,0.2894393007206024,0.10182402709032301,0.14999197589911129,0.16957693350284697,0.27724366739827433,0.1952562070156667,0.16267329467036928,0.16150694285018763,0.16224362453183838,0.1702695917715049,0.31429260105986234,0.671222408424502,0.6782992840023905,0.11309573796328376,0.3397585941604243,0.13302973007153707,0.35035771384496406,0.24650406644417,0.1687223614780633,0.41233968309779123,0.35035771384496406,0.15859467906969527,0.0554908385937849,0.35035771384496406,0.32600649999048104,0.11336346366004513,0.14337233672177563,0.3295423420557153,0.3448103461856853,0.6931471805599456,0.3488946966424076,0.35035771384496406,0.4444143491190302,0.09082041390177475,0.05621591409685944,0.17025120881953826,0.16068118851934243,0.15836726929079203,0.2990123252557766,0.30119721580703684,0.16319599719744216,0.11369748586527395,0.17453703893906602
FIN,0.6931471805599453,0.19179270841807883,0.17789356302627768,0.31688428328371687,0.23279072606444773,0.20059309119800472,0.3807595377383439,0.23497074432440357,0.3414433696726915,0.40191692432871073,0.37588426591074064,0.34290062983142755,0.28453577544650055,0.5912734698386184,0.6931471805599453,0.18925843251952346,0.16103608735449848,0.18951790110002453,0.3432042835637177,0.6035024175434419,0.6035024175434419,0.6035024175434419,0.34290062983142755,0.34290062983142755,0.27639928534441194,0.16444182333617197,0.1967865580593442,0.24545857800033866,0.2580123577980393,0.25158113091384715,0.23843514962909285,0.0,0.4053551512254818,0.2020771318371688,0.16749826752804076,0.4083745346051142,0.24250423954330835,0.3342398455895441,0.21162122842881304,0.4053271521470678,0.2289641789708714,0.2946758129243281,0.2336344303959632,0.22067867049571488,0.24369881243855995,0.31302705633931227,0.1959423951516961,0.21283858680912116,0.31501898721574184,0.34029733948853513,0.21341684513383274,0.5230534422313067,0.25544416311777285,0.5067956879170643,0.36076722675917994,0.26505092876693315,0.31558088559686226,0.6719271039358286,0.44581096026660183,0.21042409027755715,0.6931471805599453,0.23430910431044216,0.5914960571009781,0.14133112863419584,0.19677337655973481,0.31217396018078425,0.34290062983142755,0.38801781066611096,0.2914750545433671,0.6035024175434419,0.1942240821884309,0.29498191669508067,0.3200112048674115,0.23576676522594786,0.19611771474820094,0.4182291849896145,0.184043511149663,0.33826207105830974,0.2717780586325156,0.36090677509985714,0.20415036869554148,0.25776847447223616,0.6537044818847095,0.6698335008566523,0.211366435722542,0.35259543120841874,0.20540578700696166,0.6035024175434419,0.1362043414804881,0.2012504014672627,0.4261641814511088,0.6035024175434419,0.3478510747810788,0.22301300801358526,0.6035024175434419,0.2876895586579762,0.19951964680111933,0.16435776514224365,0.34290062983142755,0.296767446245382,0.6931471805599453,0.361269013014214,0.6035024175434419,0.6198483602491698,0.2082426790284797,0.2398152792960042,0.38377926970556575,0.21856864710016022,0.15938190627556548,0.3571661204123677,0.3008491093129484,0.24009332125869287,0.35020028444430773,0.3229467862506168
FJI,0.6931471805599452,0.417231984642077,0.4600111871762218,0.4488227216283309,0.45692661854193495,0.33574981506691204,0.6931471805599454,0.3622355553313028,0.5326689287251585,0.08996132903898413,0.21554969118909462,0.6931471805599452,0.380071341634987,0.5356969926312498,0.6931471805599452,0.4106695134323446,0.31919798980798486,0.2667680426746135,0.6931471805599452,0.6931471805599452,0.6931471805599452,0.6931471805599452,0.6931471805599452,0.6931471805599452,0.4415889357703151,0.31866840315846656,0.363798305773833,0.5368688043144054,0.45013596648931786,0.37384180553609303,0.38144365205397257,0.4053551512254818,0.0,0.44477180994110865,0.40117369880645204,0.6931471805599454,0.44961368535202273,0.6931471805599452,0.3731787333277272,0.07273487010861579,0.4259113439761464,0.5140596334825216,0.3662421064303416,0.3099588469628478,0.43525121794131016,0.6931471805599452,0.26571194692548505,0.4030040213100272,0.4882359074971645,0.48224463840395604,0.32879782121376144,0.6901470456101882,0.49477654192145426,0.6931471805599454,0.585990592095808,0.4263443435375214,0.6931471805599452,0.6808413447892727,0.38707236792154354,0.4274926993673829,0.6931471805599452,0.36472736390441085,0.6611208754916987,0.43921368062660937,0.2531093537117257,0.5785628641041658,0.6931471805599452,0.681044410358886,0.41265143705164364,0.6931471805599452,0.21116037959384737,0.5189023067589107,0.5522965839900169,0.35149599495999406,0.303127486801515,0.5703890726557108,0.4058557693234335,0.6931471805599452,0.5373904248244488,0.6931471805599454,0.2814030819551764,0.464608982011256,0.5086284474804804,0.6057006216668845,0.4065888472194825,0.6328817704438366,0.34845312991487387,0.6931471805599452,0.5417459264411768,0.23441688048202758,0.6228362155164131,0.6931471805599452,0.6863538932098521,0.453275842765698,0.6931471805599452,0.4917190680443506,0.3255571564521851,0.3140139256410617,0.6931471805599452,0.5359755958451018,0.6931471805599452,0.6931471805599452,0.6931471805599452,0.6931471805599451,0.40989461662506277,0.46608157373263337,0.6931471805599452,0.505649572275132,0.3853384464594085,0.6931471805599452,0.5266969601058176,0.4189461735509761,0.6931471805599452,0.6931471805599452
FRA,0.6931471805599454,0.23920966525052667,0.05321332121724209,0.3011327681354874,0.06440875375371036,0.1206835188530655,0.39873061700365886,0.09810603359589698,0.1617241203979094,0.4510984925914332,0.41042581987760496,0.37906704810608116,0.10421940231187898,0.3952911249774307,0.6270290353555683,0.07345211445797029,0.207328333024571,0.24015914777705216,0.3644092467403033,0.5969210480009137,0.5969210480009137,0.5969210480009137,0.37906704810608116,0.37906704810608116,0.15941309368300605,0.09391729203044719,0.20201359393812446,0.17673444932504268,0.2611410725902177,0.06168249112376323,0.24727393859463964,0.2020771318371688,0.44477180994110865,0.0,0.06261776133831143,0.2770235528019134,0.27710625364400454,0.357282098992489,0.12576599239600084,0.4536649304947782,0.10250528442542195,0.0783339744355227,0.06115354006745832,0.23817600815302375,0.20376755731907714,0.342849504069356,0.25672550464228294,0.12557250084019156,0.07813674422532602,0.16559309484786544,0.06055944584702111,0.48105993369835853,0.23556039964359288,0.48024745505463295,0.17180847029288016,0.07127441034454707,0.3438727728518387,0.5655433764172331,0.29124972613554845,0.09382938847913369,0.6270290353555683,0.13247970619881433,0.5881704614718961,0.07245365768602419,0.22705288891973852,0.15514287045992692,0.37906704810608116,0.3727352732575686,0.09146917468615245,0.5969210480009137,0.2480620699827467,0.08103493835155673,0.34110182399823485,0.08652333844543314,0.255118856025357,0.16725885644211091,0.06454147098236485,0.36045486089426926,0.15783480393239468,0.37891352520899324,0.26279224759089237,0.1094699604834557,0.6637122533419799,0.6128605839823802,0.1441132938294929,0.37839497731445326,0.12962628356593386,0.5969210480009137,0.1763527821733164,0.26202103776798036,0.2597439386285769,0.5969210480009137,0.36814528889263465,0.26114616602087604,0.5969210480009137,0.07345718673110646,0.14805991994773238,0.1719474898757749,0.37906704810608116,0.10604303595344389,0.6931471805599454,0.3948560681178266,0.5969210480009137,0.3746360765394523,0.1742808387855892,0.2745598122109292,0.3981448160503991,0.26392019262052857,0.04654793235343169,0.38451303217022414,0.09374718441635332,0.10941857038176028,0.34082830772148043,0.3487322746175259
GBR,0.68224703379794,0.18715280987689908,0.04540143572311539,0.269673543161713,0.04840498817463734,0.14895635717102285,0.359685127855351,0.1624257509673228,0.2175125585121016,0.4171594423297511,0.3773535687062868,0.33410456021491086,0.19246892103596824,0.40374865348750655,0.6367900338625341,0.03171223147295077,0.1474046809103775,0.1886623623610968,0.3287909393510122,0.5927543296795363,0.5927543296795363,0.5927543296795363,0.33410456021491086,0.33410456021491086,0.1485755463182401,0.05240323820276904,0.1490719953499564,0.1902163684057523,0.2192540484212555,0.14482579998728928,0.2015802574462391,0.16749826752804076,0.40117369880645204,0.06261776133831143,0.0,0.31772366403055985,0.23534048866119361,0.31987077796009866,0.14327817710228974,0.41061335879148775,0.1513288708529763,0.07123039405108056,0.11001081639621857,0.18504637054565332,0.18853543051239252,0.299869707539119,0.1973989138341512,0.1272654696796951,0.2011130796875611,0.2615184196079203,0.0511827179828499,0.4656345108756288,0.22115186301990142,0.45822149606253326,0.1686293033809254,0.06279517948790625,0.3019486364996422,0.4820820714312566,0.3788837141053969,0.10149051938549869,0.6367900338625341,0.1556662869469907,0.5786433273925231,0.08339301999765025,0.1783282938490358,0.1897263229943924,0.33410456021491086,0.288495549691522,0.1714548207715505,0.5927543296795363,0.19547460647933645,0.0725965996378255,0.30901694572323324,0.11959559626779015,0.19592026849499078,0.1867326330373471,0.030653698687190367,0.32386236735799767,0.16719944097043538,0.34658126291716385,0.20833349183547245,0.10334843933407578,0.6421920030505333,0.609605659846657,0.1541510008820648,0.3343741351655962,0.1423083319984786,0.5927543296795363,0.17397893789543684,0.20541633979501328,0.2242542517162014,0.5927543296795363,0.3330833240167157,0.21571959867371926,0.5927543296795363,0.08641533583959671,0.15246429016021312,0.14535233814808746,0.33410456021491086,0.11007141823136068,0.68224703379794,0.34547705368642223,0.5927543296795363,0.5295465224505869,0.14950350727679163,0.23201386968266524,0.3697361724426973,0.21135216405341972,0.021201283994290332,0.3383800003840838,0.12328524176492062,0.11570509142375762,0.30375930434830334,0.308824022020066
GEO,0.41472618828964747,0.26691625782414885,0.2451847137560006,0.4235978819730688,0.3411559045501762,0.23222629762442182,0.12866037994295554,0.22860618513304987,0.2993275150386645,0.6931471805599453,0.5689943847828984,0.2669767383731949,0.23197219300454486,0.5762640843792226,0.6931471805599453,0.3021708362298301,0.32441861059296073,0.3443173333157019,0.2361517646485516,0.5305369723144441,0.5305369723144441,0.5305369723144441,0.2669767383731949,0.2669767383731949,0.29454769493654753,0.3167468647024063,0.34005608862580083,0.16179111108531763,0.31786462548173877,0.2708698448980269,0.33550852459842573,0.4083745346051142,0.6931471805599454,0.2770235528019134,0.31772366403055985,0.0,0.2940730305584296,0.2269046837209021,0.21661703167708857,0.6931471805599454,0.20775993004923343,0.3341466412682452,0.27926541545028094,0.3576762784662486,0.21367710636242077,0.21197727891441698,0.3684804004598814,0.23289537252078873,0.2865562934650032,0.22147594658453418,0.33512377497703083,0.21260735077533277,0.3201455715342272,0.2930743474703035,0.4449762741193397,0.3397490337687725,0.2117366468269376,0.6735049877181818,0.4077676593778081,0.26850897552472075,0.6931471805599453,0.23308749122770278,0.5315941659108,0.2652084692025165,0.3631007369464132,0.3910460299640035,0.2669767383731949,0.3096782503543958,0.20597240872641898,0.5305369723144441,0.38172712758277894,0.3437074416452739,0.3171869409040615,0.2534546694561792,0.35020721160861057,0.3687342806158629,0.34210515055249324,0.2309851245638188,0.14143230041700017,0.25552248828724733,0.37156531159327466,0.3977315888024391,0.6931471805599454,0.6931471805599452,0.19881439249470456,0.2797511138847184,0.22551932404226727,0.5305369723144441,0.31996276622956543,0.39321738024077657,0.4003100870621661,0.5305369723144441,0.24543780814954652,0.2713611574665835,0.5305369723144441,0.3595742278797096,0.2389843999114425,0.2784490982580796,0.2669767383731949,0.37982708709315727,0.41472618828964747,0.17724176107015333,0.5305369723144441,0.3498765604294707,0.20826839407619335,0.28146361529068065,0.2815878588094902,0.25331481718992155,0.29599946640067154,0.11715618150929852,0.34753327385652266,0.2566721038752884,0.2509203675011944,0.21646823550836292
GHA,0.6931471805599454,0.06212962287037538,0.23108473826116782,0.301415566323717,0.29580561629916247,0.16943192889571068,0.16402774875513315,0.21106151055043965,0.22509940660971473,0.4256560814566137,0.18416240170183662,0.28525007771991295,0.19679804185719663,0.603069253118911,0.6931471805599454,0.18841285975070865,0.1292826630144852,0.06050679302426443,0.07667742894548168,0.2617994948431426,0.2617994948431426,0.2617994948431426,0.28525007771991295,0.28525007771991295,0.21824455910659668,0.18578417763047805,0.16213847265519887,0.12251485709497589,0.042586553325410836,0.26956364376059727,0.053538954680002915,0.24250423954330835,0.44961368535202273,0.27710625364400454,0.23534048866119361,0.2940730305584296,0.0,0.082524067197286,0.12340638784847657,0.45422533322528547,0.1803843050623537,0.313166830750091,0.17908598197092607,0.20472267256965226,0.03953743039388247,0.14209409655810856,0.18400507374272546,0.12631277948147868,0.3751460312859176,0.1486365561796601,0.2741879113135097,0.4949337111171277,0.07030735545548716,0.5280016842958968,0.4054184905412348,0.34226775187559855,0.12214081083474393,0.664397457331541,0.22872630519931247,0.15262978154360685,0.6931471805599454,0.09524920215822053,0.26584462595351166,0.19320112759339136,0.08781203981560526,0.3802985276619324,0.28525007771991295,0.3490154489255528,0.20725113466262846,0.2617994948431426,0.10270757063295011,0.31651264543487745,0.029179136385467097,0.19038151423065597,0.18018072065667634,0.3471968812549251,0.23240956848965544,0.07940006569731461,0.16414892976469142,0.07365759257022775,0.18083954658437906,0.3488276594024773,0.6931471805599454,0.6931471805599454,0.09509160801297556,0.2972580503146325,0.13143863235989595,0.2617994948431426,0.275309280245295,0.19145420573222305,0.42193498996378964,0.2617994948431426,0.07504691045817546,0.006087860599598871,0.2617994948431426,0.3543293290546421,0.11175107262128825,0.1503440136938714,0.28525007771991295,0.39035925316628184,0.6931471805599454,0.30798064554065485,0.2617994948431426,0.38966020771125964,0.06491848362453645,0.0009869257769523632,0.07899154918144546,0.1321820531514759,0.18877798430709247,0.2527715737820676,0.3409779963700421,0.19735178986637636,0.12571933973320282,0.09834086696607092
GIN,0.6931471805599454,0.11970487755654902,0.2969793484455008,0.3677799950407665,0.3806534768870349,0.2668444525977727,0.10091372492579553,0.312535873738206,0.2954400087102289,0.6931471805599454,0.4145058738308125,0.15551389712555658,0.314754950698076,0.6931471805599452,0.6931471805599454,0.2634009842971883,0.22100418826141865,0.20738762346136974,0.0017134881832063797,0.2852982699892178,0.2852982699892178,0.2852982699892178,0.15551389712555658,0.15551389712555658,0.28649814041449373,0.2955967354366331,0.24364586159876356,0.11926377543233024,0.12594361671749033,0.3869766980752376,0.16435758746520457,0.3342398455895441,0.6931471805599452,0.357282098992489,0.31987077796009866,0.2269046837209021,0.082524067197286,0.0,0.20998473374713977,0.6931471805599454,0.24980150625956243,0.37907383946911133,0.29967881976281263,0.28003053974421477,0.12493864921731612,0.03196151149419035,0.2945848954906376,0.19835110808331757,0.4583784939549671,0.23907662043869227,0.40114397572917704,0.4626592052550347,0.1317127021692981,0.4948239842742258,0.4591473999163158,0.4353048608277976,0.01805231837721266,0.6649852148091346,0.4055667325791119,0.2456046525215645,0.6931471805599454,0.20412187481963695,0.2890346809076527,0.2656979108722206,0.24219282268684572,0.43701036034066987,0.15551389712555658,0.24888565097404025,0.29972408800266415,0.2852982699892178,0.27251462536898763,0.3886236313185232,0.07710769622940294,0.29574900884498967,0.26993161376504726,0.3958130565302176,0.33280593719247786,0.0003784023838383499,0.19454364224365994,0.011665613247666129,0.29872870223598713,0.43967454485230006,0.6931471805599454,0.6931471805599454,0.16313788383719685,0.17328306983799524,0.22328943892577668,0.2852982699892178,0.31392683594123927,0.3276594759275373,0.4301439535939571,0.2852982699892178,0.006420274800574943,0.0719037244518429,0.2852982699892178,0.43358169944513003,0.2211312133465384,0.24777209631450103,0.15551389712555658,0.45635488840205274,0.6931471805599454,0.18908042464477104,0.2852982699892178,0.40393444978693815,0.1310519994043362,0.07015633520713749,0.03136030696377601,0.1245085904911526,0.2799680240455755,0.154655526527389,0.4127089472141914,0.263984633633092,0.04752243964745617,0.0044808182285162035
GRC,0.6931471805599453,0.061213407859318725,0.1449873945111957,0.1980401832728904,0.21750764921423604,0.025929284127404806,0.27866888782854615,0.031603139085743415,0.23097146861148765,0.35242176444563955,0.3060871815488113,0.22535330241696672,0.04828299479755871,0.49098525435664997,0.6426848451172628,0.11739239687801839,0.0716619579180624,0.07563413432714294,0.22215236714747266,0.5512491649655634,0.5512491649655634,0.5512491649655634,0.22535330241696672,0.22535330241696672,0.12275126743421105,0.0809063834088628,0.10007586304543836,0.04280581045991427,0.14887057521649827,0.08547694171957954,0.1310882701992231,0.21162122842881304,0.3731787333277272,0.12576599239600084,0.14327817710228974,0.21661703167708857,0.12340638784847657,0.20998473374713977,0.0,0.3755960665052853,0.021407106775397144,0.23630732461177617,0.09734233443511542,0.09317584272171175,0.0805448278554548,0.1830743197561544,0.08953666333401022,0.036472613992549974,0.1820154062736894,0.12447739639814115,0.15705353106002562,0.4605618593745522,0.16862109084366428,0.5020377908048497,0.3902302719696187,0.2287591672708187,0.18573429465674696,0.6703634579942981,0.26189569847913985,0.10852211054631389,0.6426848451172628,0.041789938768105994,0.5445625656210406,0.10269706847410132,0.07047279985343535,0.3329213490842835,0.22535330241696672,0.29770347051684887,0.07273490666150173,0.5512491649655634,0.08991574779265221,0.25988566920487877,0.21799568588690255,0.042924436322362425,0.0862096669442034,0.3136050371488204,0.18001489345439436,0.2154296369757882,0.138884308530129,0.24635935765225936,0.09237164674270126,0.2624064059686235,0.6715961316700045,0.6314828752763622,0.014859492131143792,0.23993019022003104,0.0026295032987451172,0.5512491649655634,0.22300160402186897,0.09756822519785424,0.3587424468573597,0.5512491649655634,0.23099683431032814,0.09697541483368943,0.5512491649655634,0.26004769028257213,0.01088284627131042,0.036629098812030136,0.22535330241696672,0.31923583646432396,0.6931471805599453,0.2529203989563038,0.5512491649655634,0.4205501933074065,0.028193187652375773,0.11805903546669816,0.2776074655916084,0.092311236386042,0.09325001168908154,0.2510234259628159,0.2740524554549024,0.06225533713852349,0.23456850530093254,0.1949550308054262
